FIRM_ID,FIRM_NAME,SEARCH_TERM
141661,"PINNACLE CAPITAL MANAGEMENT, LLC",:801-67143
141823,"FIRST PACIFIC ADVISORS, LP",:801-67160
141836,"CROW POINT PARTNERS, LLC",:801-67184
141974,"FRONT STREET CAPITAL MANAGEMENT, INC.",:801-68139
142250,GRATIO CAPITAL,:801-68764
142333,"QS LEGG MASON GLOBAL ASSET ALLOCATION, LLC",:801-67287
142610,HAGIN INVESTMENT MANAGEMENT,:801-72950
142633,SPEARS ABACUS ADVISORS LLC,:801-67401
142834,"GS INVESTMENT STRATEGIES, LLC",:801-67443
142949,"LIBERTY STREET ADVISORS, INC.",:801-67698
143013,"PROSPECTOR PARTNERS ASSET MANAGEMENT, LLC",:801-68052
143030,"VISTA RESEARCH AND MANAGEMENT, LLC",:801-67561
143268,"JNF ADVISORS, INC.",:801-67658
143308,MONTIBUS CAPITAL MANAGEMENT LLC.,:801-67620
143336,"ALAMBIC INVESTMENT MANAGEMENT, L.P.",:801-99344
143344,HUBER CAPITAL MANAGEMENT LLC,:801-67634
143456,"CLARKSTON CAPITAL PARTNERS, LLC",:801-67681
143472,"EUDORA ASSET MANAGEMENT, LLC",:801-77025
143478,"CHECCHI CAPITAL ADVISERS, LLC",:801-67727
143567,"SMEAD CAPITAL MANAGEMENT, INC.",:801-67839
143597,GURTIN MUNICIPAL BOND MANAGEMENT,:801-68396
143633,"LOGAN CIRCLE PARTNERS, L.P.",:801-67753
143730,"EQUINOX FUND MANAGEMENT, LLC",:801-67852
143732,"VIRTUS ALTERNATIVE INVESTMENT ADVISERS, INC.",:801-67924
143745,"RIAZZI ASSET MANAGEMENT, LLC",:801-67845
144112,QUANTITATIVE ADVISORS INC,:QUANTITATIVE+ADVISORS+INC
144313,"PROBABILITIES FUND MANAGEMENT, LLC",:801-77947
144482,"KNOWLEDGE LEADERS CAPITAL, LLC",:801-69490
144536,VIRGINIA FINANCIAL INNOVATION CORP.,:801-72101
144554,"COUNTRY FUND MANAGEMENT, A DEPARTMENT OF COUNTRY TRUST BANK",:801-68151
144594,"O'SHAUGHNESSY ASSET MANAGEMENT, LLC",:801-68177
144790,INDEXIQ ADVISORS LLC,:801-68220
144820,ACADEMY ASSET MANAGEMENT LLC,:801-68475
144899,DUPONT CAPITAL MANAGEMENT MARKETING CORPORATION,:8-67681
144931,"PEAK WEALTH OPPORTUNITIES, LLC",:801-68410
144945,"LACERTE CAPITAL ADVISERS, LLC",:801-70634
144996,"WALTHAUSEN & CO., LLC",:801-68321
145041,NEW PATH CAPITAL ADVISORS,:801-70861
145194,"SCHRODER ADVEQ MANAGEMENT US, INC.",:801-69112
145250,POPLAR FOREST CAPITAL LLC,:801-68455
145267,THUNDERSTORM MUTUAL FUNDS LLC,:801-68442
145420,"EQUITYCOMPASS INVESTMENT MANAGEMENT, LLC",:801-69131
145441,GLG INC.,:801-68645
145452,"AMERISRAEL CAPITAL MANAGEMENT, LLC",:801-68479
145628,"PINNACLE FAMILY ADVISORS, LLC",:801-78013
145634,"WRIGHT FUND MANAGEMENT, LLC",:801-68554
145769,"YCG, LLC",:801-68621
145810,TIMPANI CAPITAL MANAGEMENT LLC,:801-68625
145979,"DBLAINE CAPITAL, LLC",:801-68734
145989,"BENNETT GROUP FINANCIAL SERVICES, LLC",:801-68729
146105,"INTERNATIONAL VALUE ADVISERS, LLC",:801-68721
146113,DAVLIN FUND ADVISORS,:801-68874
146148,"FROST INVESTMENT ADVISORS, LLC",:801-68724
146340,BUSHIDO CAPITAL PARTNERS LLC,:801-68814
146386,"VICTORIA 1522 INVESTMENTS, LP",:801-68943
146551,SCHOONER INVESTMENT GROUP LLC,:801-68985
146629,KKR CREDIT ADVISORS (US) LLC,:801-69633
146652,CHARIOT ADVISORS,:801-69623
146681,"GATEWAY INVESTMENT ADVISERS, LLC",:801-68972
146720,"ASPIRIANT, LLC",:801-68987
146786,"TRIAD INVESTMENT MANAGEMENT, LLC",:801-68966
146851,"LEONETTI & ASSOCIATES, LLC",:801-69003
146897,"CLARITY CAPITAL MANAGEMENT, INC.",:801-71845
146990,"WESTFIELD CAPITAL MANAGEMENT COMPANY, L.P.",:801-69413
147067,"GATOR CAPITAL MANAGEMENT, LLC",:801-77606
147110,"EVENTIDE ASSET MANAGEMENT, LLC",:801-69154
147189,"TIEDEMANN ADVISORS, LLC",:801-69865
147235,LONGVIEW CAPITAL MANAGEMENT LLC,:801-69226
147269,"MEYERS CAPITAL MANAGEMENT GROUP, LLC",:801-69220
147271,PAYDEN/KRAVITZ INVESTMENT ADVISERS LLC,:801-69194
147548,MIRAE ASSET GLOBAL INVESTMENTS (USA) LLC,:801-69439
147662,CHICAGO PARTNERS INVESTMENT GROUP LLC,:801-69500
147746,HARTFORD FUNDS,:801-77209
148072,"THREE G FINANCIAL, LLC",:801-69579
148152,"SKYBRIDGE CAPITAL II, LLC",:801-71056
148267,LYRICAL ASSET MANAGEMENT LP,:801-71099
148361,"COGNIOS CAPITAL, LLC",:801-77198
148399,"EVERCORE WEALTH MANAGEMENT, LLC",:801-69645
148472,"CONVERGENCE INVESTMENT PARTNERS, LLC",:801-69707
148534,"NUANCE INVESTMENTS, LLC",:801-69682
148566,"1492 CAPITAL MANAGEMENT, LLC",:801-70447
148572,IRONHORSE CAPITAL LLC,:801-78730
148574,DESTRA CAPITAL ADVISORS LLC,:801-71604
148640,ADDISON WEALTH MANAGEMENT LLC,:ADDISON+WEALTH+MANAGEMENT+LLC
149003,ALLIANZ GLOBAL INVESTORS U.S. LLC,:801-69803
149120,"ARROWMARK COLORADO HOLDINGS, LLC",:801-69868
149146,"ALPHAONE INVESTMENT SERVICES, LLC",:801-69890
149193,PARNASSUS INVESTMENTS,:801-22799
149222,"UTC FUND SERVICES, INC.",:801-69870
149335,"GOTHAM ASSET MANAGEMENT, LLC",:801-69960
149454,"COOK & BYNUM CAPITAL MANAGEMENT, LLC",:801-69930
149621,MACROVIEW INVESTMENT MANAGEMENT LLC,:801-71500
149653,"HIGHLAND CAPITAL MANAGEMENT FUND ADVISORS, L.P.",:801-69968
149688,MOTLEY FOOL ASSET MANAGEMENT,:801-69975
149770,"GRANITE INVESTMENT ADVISORS, LLC",:801-70096
149849,"7TWELVE ADVISORS, LLC",:801-71758
149867,MONTEBELLO PARTNERS LLC,:801-70164
149936,"LMCG INVESTMENTS, LLC",:801-70357
150084,RISKX INVESTMENTS LLC,:801-70394
150108,INDEPENDENT FRANCHISE PARTNERS LLP,:801-70126
150114,ARTISAN PARTNERS LIMITED PARTNERSHIP,:801-70101
150393,"LOCKWELL INVESTMENTS, LLC",:801-72174
150423,THE NORTHERN TRUST COMPANY OF CONNECTICUT,:801-70379
150429,"V2 CAPITAL, LLC",:801-70377
150435,"CAPSTONE INVESTMENT FINANCIAL GROUP, INC.",:801-70403
150529,"WELLINGTON SHIELDS CAPITAL MANAGEMENT, LLC",:801-70712
150581,LYONS WEALTH MANAGEMENT,:801-70437
150586,"MONTGOMERY ASSET MANAGEMENT, LLC",:801-71711
150614,MARSHFIELD ASSOCIATES,:801-70275
150646,"RIVERPARK ADVISORS, LLC",:801-70321
150647,"FIRSTHAND CAPITAL MANAGEMENT, INC.",:801-70365
150875,"AUTOSPORT FUND ADVISORS, INC.",:801-71600
150910,BREITHORN CAPITAL MANAGEMENT LLC,:801-70451
150978,"RAYLIANT ASSET MANAGEMENT, LLC",:801-70495
150999,"RADY ASSET MANAGEMENT, LLC",:801-70446
151090,"ANGEL OAK CAPITAL ADVISORS, LLC",:801-70670
151127,"ASCENDANT ADVISORS, LLC",:801-72278
151190,VULCAN VALUE PARTNERS LLC,:801-70739
151248,"WI MUTUAL FUNDS, LLC",:801-70523
151443,"EVERMORE GLOBAL ADVISORS, LLC",:801-70645
151491,ARIN RISK ADVISORS LLC,:801-70598
151561,"TEAM FINANCIAL ASSET MANAGEMENT, LLC",:801-70590
151588,"BPV CAPITAL MANAGEMENT, LLC",:801-70613
151659,"LINDE, HANSEN & CO., LLC",:801-72997
151712,"GIBSON VOLATILITY MANAGEMENT, LLC",:801-72075
151749,NEIMAN FUNDS MANAGEMENT LLC,:801-70650
151829,PNC CAPITAL ADVISORS LLC,:801-70684
151912,NILE CAPITAL MANAGEMENT LLC,:801-70780
151956,"STRATEGIC INCOME MANAGEMENT, LLC",:801-71765
152093,CHOU AMERICA MANAGEMENT INC.,:801-70814
152174,RWN3 LLC,:801-70799
152248,"AMERICAFIRST CAPITAL MANAGEMENT, LLC",:801-67636
152338,"MERCURY CAPITAL ADVISORS, LLC",:8-68442
152420,"THESIS FUND MANAGEMENT, LLC",:801-70872
152502,"HILLCREST WELLS ADVISORS, LLC",:801-70928
152521,PANTHER CAPITAL GROUP,:801-80505
152601,LOEB KING CAPITAL MANAGEMENT (D/B/A),:801-78423
152606,DOUBLELINE CAPITAL LP,:801-70942
152607,"MONTAGE INVESTMENTS, LLC",:801-71142
152611,"MILLER TABAK ADVISORS, LLC",:801-70966
152717,"STRATEGIC INVESTING FUNDS, LLC",:801-71055
152820,BRIGHT ROCK CAPITAL MANAGEMENT LLC,:801-71081
152872,"DEL REY GLOBAL INVESTORS, LLC",:801-71069
152922,"EURO PACIFIC ASSET MANAGEMENT, LLC",:801-71199
152982,FIRST WESTERN CAPITAL MANAGEMENT COMPANY,:801-71092
153139,"REDWOOD INVESTMENT MANAGEMENT, LLC.",:801-78563
153285,"JUBAK ASSET MANAGEMENT, LLC",:801-71224
153372,"SIMPLE ALTERNATIVES, LLC",:801-71371
153401,ORACLE INVESTMENT RESEARCH,:801-71472
153417,COWEN TRADING STRATEGIES LLC,:801-71521
153456,AMG FUNDS LLC,:801-56365
153464,"CASTLE INVESTMENT MANAGEMENT, LLC",:801-71363
153498,ABBEY CAPITAL LIMITED,:801-71322
153632,"LONG SHORT ADVISORS, LLC",:801-71538
153830,"FULL CIRCLE ADVISORS, LLC",:801-71447
153838,"WAYCROSS PARTNERS, LLC",:801-81041
153914,"SALIENT CAPITAL ADVISORS, LLC",:801-71482
153920,"INSTITUTIONAL INVESTOR ADVISERS, INC.",:801-71574
153956,"CLIFFORD CAPITAL PARTNERS, LLC",:801-78911
154003,"ALTEGRIS ADVISORS, LLC",:801-71496
154009,13D MANAGEMENT LLC,:801-72869
154287,"SEAPORT GLOBAL ADVISORS, LLC",:801-71628
154309,RAM CAPITAL MANAGEMENT LLC,:801-71664
154344,BRETTON CAPITAL MANAGEMENT,:801-71709
154461,"INVESCO MANAGED ACCOUNTS, LLC",:801-61716
154721,"VILAS CAPITAL MANAGEMENT, LLC",:801-71809
154820,"BISHOP ASSET MANAGEMENT, LLC",:801-71810
154872,IRONCLAD INVESTMENTS LLC,:801-71772
154908,ORINDA ASSET MANAGEMENT LLC,:801-72126
154957,PIMCO INVESTMENTS LLC,:8-68686
154963,"NEW FRONTIERS ADVISORY GROUP, LLC.",:801-71865
155322,"PRESERVATION TRUST ADVISORS, LLC",:801-72576
155351,"M3SIXTY ADVISORS, LLC",:801-71965
155473,"DEARBORN CAPITAL MANAGEMENT, LLC",:801-72068
155554,"CONVERGENCE FINANCIAL SERVICES, INC.",:801-72242
155572,"CORPORATE FINANCIAL SOLUTIONS, INC.",:801-72089
155617,LONGBOARD ASSET MANAGEMENT,:801-72623
155686,"WESTCHESTER CAPITAL MANAGEMENT, LLC",:801-72002
155697,PALMER SQUARE CAPITAL MANAGEMENT LLC,:801-72047
155737,ALPHA CAPITAL FUNDS MANAGEMENT,:801-71990
155763,"VISIUM ASSET MANAGEMENT, LP",:802-113457
155782,"ACUITAS INVESTMENTS, LLC",:801-79447
155870,"RISK PARADIGM GROUP, LLC",:801-72141
155889,TURQUOISE ASSET MANAGEMENT LLC,:801-72114
155923,PLAINSBORO GLOBAL CAPITAL INC.,:801-72652
155998,"JACOBS BROEL ASSET MANAGEMENT, LLC",:801-72102
156032,GOODHAVEN CAPITAL MANAGEMENT,:801-72093
156148,UNION STREET PARTNERS LLC,:801-72120
156247,"LOCORR FUND MANAGEMENT, LLC",:801-72130
156260,"COVE STREET CAPITAL, LLC",:801-72231
156339,"RIVERSIDE ADVISORS, LLC",:801-72161
156341,"PEREGRINE CAPITAL ADVISORS, INC",:801-72659
156371,"DREXEL HAMILTON INVESTMENT PARTNERS, LLC",:801-72212
156393,"OXBOW ADVISORS, LLC",:801-72387
156397,EULAV ASSET MANAGEMENT,:801-72140
156704,"MAKEFIELD CAPITAL MANAGEMENT, LLC",:801-72237
156783,"HNP CAPITAL FUND MANAGEMENT GROUP, LLC",:801-72247
156933,"EQUITABLE INVESTMENT MANAGEMENT GROUP, LLC",:801-72220
157046,ABSOLUTE PRIVATE WEALTH MANAGEMENT LLC,:801-72461
157047,"BARRETT ASSET MANAGEMENT, LLC",:801-72395
157091,"SUMMIT GLOBAL INVESTMENTS, LLC",:801-76631
157160,"B. RILEY ASSET MANAGEMENT, LLC",:801-78852
157295,"ALTRIUS INSTITUTIONAL ASSET MANAGEMENT, LLC",:801-72306
157339,"MARTIN CAPITAL MANAGEMENT, LLC",:801-72271
157349,MADISON DEARBORN PARTNERS,:801-74015
157394,VERICIMETRY ADVISORS LLC,:801-72644
157629,NAPIER PARK GLOBAL CAPITAL LTD,:801-72524
157705,AVONDALE ASSET MANAGEMENT,:801-80079
157821,"PRINCETON FUND ADVISORS, LLC",:801-72525
157844,SENTINEL CAPITAL SOLUTIONS,:801-72565
157874,"TWO OAKS INVESTMENT MANAGEMENT, LLC",:801-72390
157964,HARVEST GLOBAL INVESTMENTS LIMITED,:801-72429
157980,ADVISORS PREFERRED LLC,:801-72430
158026,HANNA CAPITAL,:801-72569
158051,CITIGROUP FIRST INVESTMENT MANAGEMENT AMERICAS LLC,:801-72542
158240,DELUX CAPITAL GROUP LLC,:801-72531
158270,GRANDEUR PEAK GLOBAL ADVISORS,:801-72540
158292,"GLOBAL VIEW CAPITAL MANAGEMENT, LTD",:801-72887
158671,"SEAFARER CAPITAL PARTNERS, LLC",:801-72898
158822,"TRIEX FINANCIAL SERVICES, INC.",:801-72663
158834,AVATAR INVESTMENT MANAGEMENT,:801-72684
158949,"SOLUTIONS FUNDS GROUP, INC.",:801-72794
159030,USAA ASSET MANAGEMENT COMPANY,:801-72896
159062,PETER R KOHLI,:801-73031
159064,NEWFOUND RESEARCH LLC,:801-73042
159103,ALLIED INVESTMENT ADVISORS LLC,:801-79202
159227,JAG CAPITAL MANAGEMENT LLC,:801-72799
159233,INNOVATOR MANAGEMENT LLC,:801-72910
159322,ABBOT DOWNING INVESTMENT ADVISORS,:801-72865
159377,MILLIMAN FINANCIAL RISK MANAGEMENT LLC,:801-73056
159432,"KOTTKE MANAGED COMMODITIES, LLC",:801-72837
159469,"AC ONE ASSET MANAGEMENT, LLC",:801-72875
159558,BRAM US LLC,:801-77716
159650,"NORTH PEAK ASSET MANAGEMENT, LLC",:801-77195
159897,GLENFINNEN CAPITAL LLC,:801-78133
159972,"CARNE CAPITAL, LLC",:801-72965
160207,ROCKY PEAK CAPITAL MANAGEMENT,:801-73059
160276,"ATLAS FINANCIAL ADVISORS, INC.",:801-120944
160383,LADDER CAPITAL ASSET MANAGEMENT LLC,:801-107941
160441,"NATIONAL FUND ADVISORS, LLC",:801-74427
160452,AMH EQUITY LTD,:801-74397
160565,"SATUIT FUNDS MANAGEMENT, LLC",:801-73070
160580,"SIRIOS CAPITAL MANAGEMENT, L.P.",:801-73570
160985,YORK STREET CAPITAL PARTNERS,:802-80521
161556,"OFI GLOBAL ASSET MANAGEMENT, INC.",:801-76771
161943,"PSG INVESTMENT ADVISORS, LLC",:801-74506
162053,CARLYLE GLOBAL CREDIT INVESTMENT MANAGEMENT L.L.C.,:801-77691
162492,"BRAMSHILL INVESTMENTS, LLC",:801-74578
163038,"CB CAPITAL MANAGEMENT, LLC",:802-75875
163493,THE INVESTMENT HOUSE LLC,:801-76547
163516,"FIRST CAPITAL GROUP MANAGEMENT COMPANY, LLC",:802-75046
163814,"WAKEFIELD ADVISORS, LLC",:802-116963
163839,"MONUMENT ADVISORS, INC.",:802-76710
163855,MONTE CAPITAL GROUP LLC,:801-76944
163952,CV ADVISORS,:801-77330
164179,"INFINITY Q CAPITAL MANAGEMENT, LLC",:801-79687
164280,"SWAN CAPITAL MANAGEMENT, LLC",:801-76701
164452,SILVERPEPPER LLC,:801-78000
164498,"FORTIS ADVISORS, LLC",:801-80177
164741,FAIRFAX GLOBAL MARKETS LLC,:801-76856
164753,SILK INVEST LIMITED,:801-77104
164799,"LJM FUNDS MANAGEMENT, LTD.",:801-76983
164818,"SIGNALPOINT CAPITAL MANAGEMENT, LLC",:801-76895
164863,"FOUNDRY PARTNERS, LLC",:801-76953
164925,STONE TORO INVESTMENT ADVISERS,:801-77142
165023,MARKETFIELD ASSET MANAGEMENT LLC,:801-77055
165024,WELLS CAPITAL MANAGEMENT SINGAPORE,:801-76987
165030,"PRICE ASSET MANAGEMENT, INC.",:801-77076
165117,"OFI STEELPATH, INC.",:801-77030
165136,KKM FINANCIAL LLC,:801-77094
165211,"ANFIELD CAPITAL MANAGEMENT, LLC",:801-77714
165306,"PRIVATE CAPITAL MANAGEMENT, LLC",:801-77650
165714,LARKIN POINT INVESTMENT ADVISORS LLC,:801-78636
165737,WITHERSPOON ASSET MANAGEMENT LLC,:801-77245
165782,BLACKSTONE ALTERNATIVE INVESTMENT ADVISORS LLC,:801-77791
165885,"JACKSON PARK CAPITAL, LLC",:801-77396
165892,"GREENWICH ADVISORS, LLC",:802-77326
165937,"CHECCHI CAPITAL FUND ADVISERS, LLC",:801-77371
165948,"ARMOURWEALTH MANAGEMENT, LLC",:801-77383
165971,"GIRALDA ADVISORS, LLC",:801-77359
165976,CBOE VEST FINANCIAL LLC,:801-77463
166089,HOOD RIVER CAPITAL MANAGEMENT LLC,:801-77537
166133,"STRINGER ASSET MANAGEMENT, LLC",:801-77536
166462,TRIUMPH ALTERNATIVES LLC,:801-77659
166710,"OLIVE STREET INVESTMENT ADVISERS, LLC",:801-77754
166732,DOUBLELINE EQUITY LP,:801-77611
166782,"FIDELITY SELECTCO, LLC",:801-77635
167071,NEWMARK INVESTMENT MANAGEMENT LLC,:801-77693
167104,"SUPERFUND ADVISORS, INC.",:801-77984
167331,"M.D. SASS, LLC",:801-78002
167492,TETON FUND MANAGEMENT LLC,:801-78894
167549,BARROW STREET ADVISORS LLC,:801-77977
167619,OBP CAPITAL,:801-80213
167658,"MUTUAL ADVISORS, LLC",:801-78089
167725,"WAVELENGTH CAPITAL MANAGEMENT, LLC",:801-78192
168300,"VALSPRESSO INVESTMENT MANAGEMENT, LLC",:801-80487
168313,CAPITAL IMPACT ADVISORS,:801-78345
168432,R SQUARED CAPITAL,:801-78694
168476,"BP CAPITAL FUND ADVISORS, LLC",:801-78461
168596,"PORT STREET INVESTMENTS, LLC",:801-78708
168884,"VIVALDI ASSET MANAGEMENT, LLC",:801-78504
169018,DYNAMIC ADVISORS,:801-78755
169227,CVR PORTFOLIO FUNDS LLC,:801-78840
169258,"MERGANSER CAPITAL MANAGEMENT, LLC",:801-78733
169416,"BALTER LIQUID ALTERNATIVES, LLC",:801-78740
169465,RIVER CANYON FUND MANAGEMENT LLC,:801-78722
169523,"3D PRINTING FUND ADVISERS, LLC",:801-78868
169528,"RESQ INVESTMENT PARTNERS, LLC",:801-78822
169568,"MML INVESTMENT ADVISERS, LLC",:801-78778
169679,ASTOR INVESTMENT MANAGEMENT LLC,:801-78794
169854,"ASPIRATION FUND ADVISER, LLC",:801-80317
169957,"CAMELOT FUNDS, LLC",:801-79300
169959,"ARISTOTLE CREDIT PARTNERS, LLC",:801-78984
170057,"CLEARBROOK INVESTMENT MANAGEMENT, LLC",":CLEARBROOK+INVESTMENT+MANAGEMENT,+LLC"
170064,"JACKSON SQUARE PARTNERS, LLC",:801-79255
170107,"LIQUID STRATEGIES, LLC",:801-79222
170174,"CONTEXT CAPITAL ADVISERS, LLC",:801-79073
170303,ASHMORE INVESTMENT ADVISORS LIMITED,:801-79169
170335,"CHARTWELL INVESTMENT PARTNERS, LLC",:801-79127
170485,PAX ELLEVATE MANAGEMENT LLC,:801-79216
170619,"CANE CAPITAL MANAGEMENT, LLC",:801-80168
170628,HATTERAS INVESTMENT PARTNERS,:801-79326
170679,ALPHACENTRIC ADVISORS LLC,:801-79616
170800,"CONTEXT ADVISERS II, L.P.",:801-79866
171003,"OSTRUM ASSET MANAGEMENT U.S., LLC",:801-79804
171013,"FORTUNATUS INVESTMENTS, LLC",:801-79906
171342,"SIRIUS POINT ADVISORS, INC.",:801-79733
171402,"OTTER CREEK ADVISORS, LLC",:801-80611
171520,"KAIZEN ADVISORY, LLC",:801-80221
171847,"ABR DYNAMIC FUNDS, LLC",:801-80044
171924,WINTON CAPITAL US LLC,:801-80294
172240,"CONTEXT ADVISERS III, LLC",:801-80975
172312,"LEADSMAN CAPITAL, LLC",:801-80094
172353,SPOUTING ROCK FUND MANAGEMENT,:801-80175
172379,"COUNTERPOINT MUTUAL FUNDS, LLC",:801-80197
172421,"JLP ASSET MANAGEMENT, LLC",:801-80143
172633,"42 INVESTMENT ADVISORY GROUP, LLC.",:801-80305
173018,"THOMAS CROWN CAPITAL, LLC",:801-80465
173151,"SOUNDWATCH CAPITAL, LLC",:801-80617
173198,"ARISTOTLE CAPITAL BOSTON, LLC",:801-80368
173627,"GRATUS CAPITAL, LLC",:801-80563
173961,"WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC",:801-80640
174129,KNIGHTS OF COLUMBUS ASSET ADVISORS LLC,:801-80844
174260,"ASCENDANT CAPITAL MANAGEMENT, LLC",:801-80770
174346,ALPHACORE CAPITAL LLC,:801-108468
174904,"CARILLON TOWER ADVISERS, INC.",:801-100356
175051,"HAYS CAPITAL MANAGEMENT, LLC",:801-81156
175071,"FALCON CAPITAL MANAGEMENT, LLC",:801-100411
175212,DOUBLELINE ALTERNATIVES LP,:801-88173
175257,"RAMSEY QUANTITATIVE SYSTEMS, INC.",:801-97337
175325,"TOPTURN FUND ADVISORS, LLC",:801-96340
179538,"FIRST SECURITY FUND ADVISERS, INC.",:801-96186
197522,DUNDAS GLOBAL INVESTORS,:801-96275
224519,RYAN LABS ASSET MANAGEMENT,:801-96263
226685,"GRIPMAN INVESTMENT ADVISORS, LLC",:801-100350
226734,LONGCAP INVESTMENT MANAGEMENT,:801-101549
277165,"CHIRON INVESTMENT MANAGEMENT, LLC",:801-106527
281079,"ARS INVESTMENT MANAGEMENT, LLC",:801-108107
281150,"WILLARD MILLS ADVISORY, LLC",:801-106518
281201,ADAPTIVE INVESTMENTS,:801-106545
281259,CASTLEMAINE LLC,:801-106656
281314,"VIRTUS RETIREMENT INVESTMENT ADVISERS, LLC",:801-106649
281385,"FORT PITT CAPITAL GROUP, LLC",:801-106608
281617,"COMMUNITY DEVELOPMENT FUND ADVISORS, LLC",:801-106710
281689,"MAIN MANAGEMENT FUND ADVISORS, LLC",:801-106755
281757,KIMBERLITE ASSET MANAGEMENT LLC,:801-106830
281785,"JAMES ALPHA ADVISORS, LLC",:801-106805
282241,"KOVITZ INVESTMENT GROUP PARTNERS, LLC",:801-107054
282270,"MHI FUNDS, LLC",:801-106993
282399,MOERUS CAPITAL MANAGEMENT LLC,:801-107225
282959,CENTERSTONE INVESTORS LLC,:801-107361
283085,FIRST SUMMIT CAPITAL MANAGEMENT LLC,:FIRST+SUMMIT+CAPITAL+MANAGEMENT+LLC
283258,"HOLBROOK HOLDINGS, INC.",:801-107682
283582,"SYSTELLIGENCE, LLC",:801-107695
283624,ALPHA CAPITAL MANAGEMENT GROUP LLC,:801-107838
283771,ADALTA CAPITAL MANAGEMENT LLC,:801-107823
283794,SYMPHONY WEALTH MANAGEMENT,:801-107877
283930,EQUITY INVESTMENT CORP,:801-107945
284147,J.P. MORGAN ADMINISTRADORA DE CARTEIRAS BRASIL LTDA,:802-107962
284287,NORTHSTAR CAPITAL MANAGEMENT LLC,:801-108099
284474,RAREVIEW CAPITAL LLC,:801-108100
284684,"REGENTS PARK FUNDS, LLC",:801-108885
285423,TURNER INVESTMENTS LLC,:801-108445
285971,"RUANE, CUNNIFF & GOLDFARB L.P.",:801-111872
286297,"KEELEY-TETON ADVISORS, LLC",:801-108880
286594,"CROSSINGBRIDGE ADVISORS, LLC",:801-110043
287718,"INNOVATOR CAPITAL MANAGEMENT, LLC",:801-110111
289935,MISSION FUNDS ADVISORS,:801-111759
290166,BARREL PARK INVESTMENTS,:801-111893
290900,"LIBERTY RIDGE CAPITAL, LLC",":LIBERTY+RIDGE+CAPITAL,+LLC"
291798,"CAMELOT EVENT-DRIVEN ADVISORS, LLC",:801-112328
292158,INNEALTA CAPITAL,:801-112421
292454,"PEOPLE'S UNITED ADVISORS, INC.",:801-112648
294197,ROCKEFELLER CAPITAL MANAGEMENT,:801-113009
299211,"PARAGON WEALTH MANAGEMENT, INC.",":PARAGON+WEALTH+MANAGEMENT,+INC."
304290,LIBERTY ONE INVESTMENT MANAGEMENT,:801-116826
111945,CONSERVEST MANAGEMENT CO,:801-12634
282308,MISAKI CAPITAL INC.,:801-107205
123793,"FINANCIAL PLANS & STRATEGIES, INC.",:801-107206
283580,FIREBOLT VENTURES,:802-107707
283871,"BERNARD & JOHNSON, LLC",:801-107820
126748,"CAPITAL ADVISORS, LLC",:801-108032
284858,EMERALD TECHNOLOGY VENTURES AG,:802-108357
284615,"SEMILLERO ADVISORS, LLC",:802-108443
285251,"MOUNTAIN PEAK WEALTH ADVISORS, LLC",:801-108534
283613,"SOMA EQUITY PARTNERS, LP",:801-108610
286239,GOODVEST LLC,:801-108981
154839,ELWOOD & GOETZ,:801-109935
284801,FOLIUM CAPITAL LP,:801-110247
148832,OAK WEALTH ADVISORS LLC,:801-110588
165370,STAR AMERICA INFRASTRUCTURE PARTNERS,:801-110957
289819,"BRONZE CAPITAL MANAGEMENT, LLC",:802-111726
289885,"TWIN OAKS FUND MANAGEMENT, LLC",:802-111737
292107,MATRIX ADVISORY,:801-112865
310048,"ISA VENTURES FUND MANAGEMENT, LLC",:802-119347
111945,CONSERVEST MANAGEMENT CO,:801-12634
282308,MISAKI CAPITAL INC.,:801-107205
123793,"FINANCIAL PLANS & STRATEGIES, INC.",:801-107206
283580,FIREBOLT VENTURES,:802-107707
283871,"BERNARD & JOHNSON, LLC",:801-107820
126748,"CAPITAL ADVISORS, LLC",:801-108032
284858,EMERALD TECHNOLOGY VENTURES AG,:802-108357
284615,"SEMILLERO ADVISORS, LLC",:802-108443
285251,"MOUNTAIN PEAK WEALTH ADVISORS, LLC",:801-108534
283613,"SOMA EQUITY PARTNERS, LP",:801-108610
286239,GOODVEST LLC,:801-108981
154839,ELWOOD & GOETZ,:801-109935
284801,FOLIUM CAPITAL LP,:801-110247
148832,OAK WEALTH ADVISORS LLC,:801-110588
165370,STAR AMERICA INFRASTRUCTURE PARTNERS,:801-110957
289819,"BRONZE CAPITAL MANAGEMENT, LLC",:802-111726
289885,"TWIN OAKS FUND MANAGEMENT, LLC",:802-111737
292107,MATRIX ADVISORY,:801-112865
310048,"ISA VENTURES FUND MANAGEMENT, LLC",:802-119347
111945,CONSERVEST MANAGEMENT CO,:801-12634
282308,MISAKI CAPITAL INC.,:801-107205
123793,"FINANCIAL PLANS & STRATEGIES, INC.",:801-107206
283580,FIREBOLT VENTURES,:802-107707
283871,"BERNARD & JOHNSON, LLC",:801-107820
126748,"CAPITAL ADVISORS, LLC",:801-108032
284858,EMERALD TECHNOLOGY VENTURES AG,:802-108357
284615,"SEMILLERO ADVISORS, LLC",:802-108443
285251,"MOUNTAIN PEAK WEALTH ADVISORS, LLC",:801-108534
283613,"SOMA EQUITY PARTNERS, LP",:801-108610
286239,GOODVEST LLC,:801-108981
